The Hunger Games: Mockingjay - Part 1,(2014),PG-13,123 min,$337.10M,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson
Guardians of the Galaxy,(2014),PG-13,121 min,$333.13M,James Gunn,Chris Pratt,Vin Diesel,Bradley Cooper,Zoe Saldana
Captain America: The Winter Soldier,(2014),PG-13,136 min,$259.75M,Anthony Russo,Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Robert Redford
The Lego Movie,(2014),PG,100 min,$257.76M,Phil Lord,Christopher Miller,Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett
The Hobbit: The Battle of the Five Armies,(2014),PG-13,144 min,$255.11M,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Cate Blanchett
Transformers: Age of Extinction,(2014),PG-13,165 min,$245.43M,Michael Bay,Mark Wahlberg,Nicola Peltz,Jack Reynor,Stanley Tucci
Maleficent,(2014),PG,97 min,$241.41M,Robert Stromberg,Angelina Jolie,Elle Fanning,Sharlto Copley,Lesley Manville
X-Men: Days of Future Past,(2014),PG-13,132 min,$233.91M,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman,James McAvoy
Big Hero 6,(2014),PG,102 min,$222.49M,Don Hall,Chris Williams,Ryan Potter,Scott Adsit,Jamie Chung,T.J. Miller
Dawn of the Planet of the Apes,(2014),PG-13,130 min,$208.54M,Matt Reeves,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee
The Amazing Spider-Man 2,(2014),PG-13,142 min,$202.85M,Marc Webb,Andrew Garfield,Emma Stone,Jamie Foxx,Paul Giamatti
Godzilla,(2014),PG-13,123 min,$200.66M,Gareth Edwards,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,Ken Watanabe
22 Jump Street,(2014),R,112 min,$191.62M,Phil Lord,Christopher Miller,Channing Tatum,Jonah Hill,Ice Cube,Nick Offerman
Teenage Mutant Ninja Turtles,(2014),PG-13,101 min,$190.87M,Jonathan Liebesman,Megan Fox,Will Arnett,William Fichtner,Noel Fisher
Interstellar,(2014),PG-13,169 min,$187.99M,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy
How to Train Your Dragon 2,(2014),PG,102 min,$177.00M,Dean DeBlois,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson
Gone Girl,(2014),R,149 min,$167.74M,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry
Divergent,(2014),PG-13,139 min,$150.83M,Neil Burger,Shailene Woodley,Theo James,Kate Winslet,Jai Courtney
Neighbors,(I) (2014),R,97 min,$150.06M,Nicholas Stoller,Seth Rogen,Rose Byrne,Zac Efron,Lisa Kudrow
Ride Along,(2014),PG-13,99 min,$134.14M,Tim Story,Ice Cube,Kevin Hart,Tika Sumpter,John Leguizamo
Rio 2,(2014),G,101 min,$131.54M,Carlos Saldanha,Jesse Eisenberg,Anne Hathaway,Jemaine Clement,Andy Garcia
Kingsman: The Secret Service,(2014),R,129 min,$128.25M,Matthew Vaughn,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine
Into the Woods,(2014),PG,125 min,$128.00M,Rob Marshall,Anna Kendrick,Meryl Streep,Chris Pine,Emily Blunt
Lucy,(I) (2014),R,89 min,$126.55M,Luc Besson,Scarlett Johansson,Morgan Freeman,Min-sik Choi,Amr Waked
The Fault in Our Stars,(2014),PG-13,126 min,$124.87M,Josh Boone,Shailene Woodley,Ansel Elgort,Nat Wolff,Laura Dern
Unbroken,(I) (2014),PG-13,137 min,$115.60M,Angelina Jolie,Jack O'Connell,Miyavi,Domhnall Gleeson,Garrett Hedlund
Night at the Museum: Secret of the Tomb,(2014),PG,98 min,$113.73M,Shawn Levy,Ben Stiller,Robin Williams,Owen Wilson,Dick Van Dyke
Mr. Peabody & Sherman,(2014),PG,92 min,$111.51M,Rob Minkoff,Ty Burrell,Max Charles,Stephen Colbert,Leslie Mann
300: Rise of an Empire,(2014),R,102 min,$106.37M,Noam Murro,Sullivan Stapleton,Eva Green,Lena Headey,Hans Matheson
The Maze Runner,(2014),PG-13,113 min,$102.41M,Wes Ball,Dylan O'Brien,Kaya Scodelario,Will Poulter,Thomas Brodie-Sangster
The Equalizer,(2014),R,132 min,$101.53M,Antoine Fuqua,Denzel Washington,Marton Csokas,Chloë Grace Moretz,David Harbour
Noah,(2014),PG-13,138 min,$101.16M,Darren Aronofsky,Russell Crowe,Jennifer Connelly,Anthony Hopkins,Emma Watson
Edge of Tomorrow,(2014),PG-13,113 min,$100.19M,Doug Liman,Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson
Heaven Is for Real,(2014),PG,99 min,$91.44M,Randall Wallace,Greg Kinnear,Kelly Reilly,Thomas Haden Church,Connor Corum
Non-Stop,(2014),PG-13,106 min,$91.44M,Jaume Collet-Serra,Liam Neeson,Julianne Moore,Scoot McNairy,Michelle Dockery
The Imitation Game,(2014),PG-13,114 min,$91.12M,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Allen Leech
Taken 3,(2014),PG-13,109 min,$89.25M,Olivier Megaton,Liam Neeson,Forest Whitaker,Maggie Grace,Famke Janssen
Dumb and Dumber To,(2014),PG-13,109 min,$86.21M,Bobby Farrelly,Peter Farrelly,Jim Carrey,Jeff Daniels,Rob Riggle,Laurie Holden
Annie,(2014),PG,118 min,$85.91M,Will Gluck,Quvenzhané Wallis,Cameron Diaz,Jamie Foxx,Rose Byrne
Fury,(2014),R,134 min,$85.71M,David Ayer,Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña
Tammy,(2014),R,97 min,$84.52M,Ben Falcone,Melissa McCarthy,Susan Sarandon,Kathy Bates,Allison Janney
Annabelle,(I) (2014),R,99 min,$84.26M,John R. Leonetti,Ward Horton,Annabelle Wallis,Alfre Woodard,Tony Amendola
The Other Woman,(2014),PG-13,109 min,$83.91M,Nick Cassavetes,Cameron Diaz,Leslie Mann,Kate Upton,Nikolaj Coster-Waldau
Penguins of Madagascar,(2014),PG,92 min,$83.35M,Eric Darnell,Simon J. Smith,Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon
Let's Be Cops,(2014),R,104 min,$82.39M,Luke Greenfield,Jake Johnson,Damon Wayans Jr.,Rob Riggle,Nina Dobrev
The Monuments Men,(2014),PG-13,118 min,$78.03M,George Clooney,George Clooney,Matt Damon,Bill Murray,Cate Blanchett
Paddington,(2014),PG,95 min,$76.14M,Paul King,Hugh Bonneville,Sally Hawkins,Julie Walters,Jim Broadbent
Hercules,(I) (2014),PG-13,98 min,$72.66M,Brett Ratner,Dwayne Johnson,John Hurt,Ian McShane,Joseph Fiennes
The Purge: Anarchy,(2014),R,103 min,$71.52M,James DeMonaco,Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez
Star Wars: The Force Awakens,(2015),PG-13,136 min,$936.63M,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson
Jurassic World,(2015),PG-13,124 min,$652.18M,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Judy Greer
Avengers: Age of Ultron,(2015),PG-13,141 min,$458.99M,Joss Whedon,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth
Inside Out,(I) (2015),PG,95 min,$356.45M,Pete Docter,Ronnie Del Carmen,Amy Poehler,Bill Hader,Lewis Black,Mindy Kaling
Furious 7,(2015),PG-13,137 min,$350.03M,James Wan,Vin Diesel,Paul Walker,Dwayne Johnson,Jason Statham
Minions,(2015),PG,91 min,$336.03M,Kyle Balda,Pierre Coffin,Sandra Bullock,Jon Hamm,Michael Keaton,Pierre Coffin
The Hunger Games: Mockingjay - Part 2,(2015),PG-13,137 min,$281.67M,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson
The Martian,(2015),PG-13,144 min,$228.43M,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,Kate Mara
Cinderella,(I) (2015),PG,105 min,$201.15M,Kenneth Branagh,Lily James,Cate Blanchett,Richard Madden,Helena Bonham Carter
Spectre,(I) (2015),PG-13,148 min,$200.07M,Sam Mendes,Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes
Mission: Impossible - Rogue Nation,(2015),PG-13,131 min,$195.00M,Christopher McQuarrie,Tom Cruise,Rebecca Ferguson,Jeremy Renner,Simon Pegg
The Revenant,(2015),R,156 min,$183.64M,Alejandro González Iñárritu,Leonardo DiCaprio,Tom Hardy,Will Poulter,Domhnall Gleeson
Pitch Perfect 2,(2015),PG-13,115 min,$183.44M,Elizabeth Banks,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow
Ant-Man,(2015),PG-13,117 min,$180.19M,Peyton Reed,Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly
Home,(II) (2015),PG,94 min,$177.34M,Tim Johnson,Jim Parsons,Rihanna,Steve Martin,Jennifer Lopez
Hotel Transylvania 2,(2015),PG,89 min,$169.69M,Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez,Kevin James
Fifty Shades of Grey,(2015),R,125 min,$166.15M,Sam Taylor-Johnson,Dakota Johnson,Jamie Dornan,Jennifer Ehle,Eloise Mumford
The SpongeBob Movie: Sponge Out of Water,(2015),PG,92 min,$162.50M,Paul Tibbitt,Mike Mitchell,Tom Kenny,Antonio Banderas,Bill Fagerbakke,Clancy Brown
Straight Outta Compton,(2015),R,147 min,$161.03M,F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.
San Andreas,(2015),PG-13,114 min,$155.18M,Brad Peyton,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Colton Haynes
Mad Max: Fury Road,(2015),R,120 min,$153.63M,George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,Zoë Kravitz
Daddy's Home,(2015),PG-13,96 min,$150.32M,Sean Anders,Will Ferrell,Mark Wahlberg,Linda Cardellini,Thomas Haden Church
The Peanuts Movie,(2015),G,88 min,$130.17M,Steve Martino,Noah Schnapp,Bill Melendez,Hadley Belle Miller,Francesca Capaldi
Insurgent,(2015),PG-13,119 min,$130.00M,Robert Schwentke,Shailene Woodley,Ansel Elgort,Theo James,Kate Winslet
The Good Dinosaur,(2015),PG,93 min,$123.07M,Peter Sohn,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Ryan Teeple
Spy,(2015),R,119 min,$110.82M,Paul Feig,Melissa McCarthy,Rose Byrne,Jude Law,Jason Statham
Trainwreck,(2015),R,125 min,$110.01M,Judd Apatow,Amy Schumer,Bill Hader,Brie Larson,Colin Quinn
Creed,(2015),PG-13,133 min,$109.71M,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad
Tomorrowland,(2015),PG,130 min,$93.42M,Brad Bird,George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy
Get Hard,(2015),R,100 min,$90.35M,Etan Cohen,Will Ferrell,Kevin Hart,Alison Brie,T.I.
Terminator Genisys,(2015),PG-13,126 min,$89.73M,Alan Taylor,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney
Sisters,(III) (2015),R,118 min,$87.03M,Jason Moore,Amy Poehler,Tina Fey,Maya Rudolph,Ike Barinholtz
Alvin and the Chipmunks: The Road Chip,(2015),PG,92 min,$85.88M,Walt Becker,Jason Lee,Justin Long,Matthew Gray Gubler,Jesse McCartney
Maze Runner: The Scorch Trials,(2015),PG-13,131 min,$81.69M,Wes Ball,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Giancarlo Esposito
Ted 2,(2015),R,115 min,$81.26M,Seth MacFarlane,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Jessica Barth
Goosebumps,(2015),PG,103 min,$80.02M,Rob Letterman,Jack Black,Dylan Minnette,Odeya Rush,Ryan Lee
Pixels,(2015),PG-13,105 min,$78.75M,Chris Columbus,Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage
The Intern,(I) (2015),PG-13,121 min,$75.27M,Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Anders Holm
Bridge of Spies,(2015),PG-13,142 min,$72.31M,Steven Spielberg,Tom Hanks,Mark Rylance,Alan Alda,Amy Ryan
Paul Blart: Mall Cop 2,(2015),PG,94 min,$71.04M,Andy Fickman,Kevin James,Raini Rodriguez,Eduardo Verástegui,Daniella Alonso
The Big Short,(2015),R,130 min,$70.24M,Adam McKay,Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt
War Room,(2015),PG,120 min,$67.79M,Alex Kendrick,Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Beth Moore
Magic Mike XXL,(2015),R,115 min,$66.01M,Gregory Jacobs,Channing Tatum,Joe Manganiello,Matt Bomer,Adam Rodriguez
The Visit,(I) (2015),PG-13,94 min,$65.07M,M. Night Shyamalan,Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,Peter McRobbie
The Wedding Ringer,(2015),R,101 min,$64.46M,Jeremy Garelick,Kevin Hart,Josh Gad,Kaley Cuoco,Affion Crockett
Black Mass,(2015),R,123 min,$62.56M,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Dakota Johnson,Joel Edgerton
Vacation,(I) (2015),R,99 min,$58.88M,John Francis Daley,Jonathan Goldstein,Ed Helms,Christina Applegate,Skyler Gisondo,Steele Stebbins
The Perfect Guy,(I) (2015),PG-13,100 min,$57.02M,David M. Rosenthal,Sanaa Lathan,Michael Ealy,Morris Chestnut,L. Scott Caldwell
Joy,(I) (2015),PG-13,124 min,$56.44M,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Edgar Ramírez
Fantastic Four,(2015),PG-13,100 min,$56.11M,Josh Trank,Miles Teller,Kate Mara,Michael B. Jordan,Jamie Bell
Rogue One,(2016),PG-13,133 min,$532.17M,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen
Finding Dory,(2016),PG,97 min,$486.29M,Andrew Stanton,Angus MacLane,Ellen DeGeneres,Albert Brooks,Ed O'Neill,Kaitlin Olson
Captain America: Civil War,(2016),PG-13,147 min,$408.08M,Anthony Russo,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan
The Secret Life of Pets,(2016),PG,87 min,$368.31M,Yarrow Cheney,Chris Renaud,Louis C.K.,Eric Stonestreet,Kevin Hart,Lake Bell
The Jungle Book,(2016),PG,106 min,$364.00M,Jon Favreau,Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba
Deadpool,(2016),R,108 min,$363.02M,Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein
Zootopia,(2016),PG,108 min,$341.26M,Jared Bush,Byron Howard,Rich Moore,Ginnifer Goodwin,Jason Bateman,Idris Elba,Jenny Slate
Batman v Superman: Dawn of Justice,(2016),PG-13,151 min,$330.25M,Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg
Suicide Squad,(2016),PG-13,123 min,$325.02M,David Ayer,Will Smith,Jared Leto,Margot Robbie,Viola Davis
Sing,(2016),PG,108 min,$270.32M,Christophe Lourdelet,Garth Jennings,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Scarlett Johansson
Moana,(I) (2016),PG,107 min,$248.75M,Ron Clements,Don Hall,John Musker,Chris Williams,Auli'i Cravalho,Dwayne Johnson,Rachel House,Temuera Morrison
Fantastic Beasts and Where to Find Them,(2016),PG-13,133 min,$234.02M,David Yates,Eddie Redmayne,Katherine Waterston,Alison Sudol,Dan Fogler
Doctor Strange,(2016),PG-13,115 min,$232.60M,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong
Hidden Figures,(2016),PG,127 min,$169.37M,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner
Jason Bourne,(2016),PG-13,123 min,$162.16M,Paul Greengrass,Matt Damon,Tommy Lee Jones,Alicia Vikander,Vincent Cassel
Star Trek Beyond,(2016),PG-13,122 min,$158.80M,Justin Lin,Chris Pine,Zachary Quinto,Karl Urban,Zoe Saldana
X-Men: Apocalypse,(2016),PG-13,144 min,$155.33M,Bryan Singer,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult
Trolls,(2016),PG,92 min,$153.69M,Walt Dohrn,Mike Mitchell,Anna Kendrick,Justin Timberlake,Zooey Deschanel,Christopher Mintz-Plasse
La La Land,(I) (2016),PG-13,128 min,$151.06M,Damien Chazelle,Ryan Gosling,Emma Stone,Rosemarie DeWitt,J.K. Simmons
Kung Fu Panda 3,(2016),PG,95 min,$143.52M,Alessandro Carloni,Jennifer Yuh Nelson,Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie
Split,(IX) (2016),PG-13,117 min,$138.12M,M. Night Shyamalan,James McAvoy,Anya Taylor-Joy,Haley Lu Richardson,Jessica Sula
Ghostbusters,(2016),PG-13,116 min,$128.34M,Paul Feig,Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones
Central Intelligence,(2016),PG-13,107 min,$127.38M,Rawson Marshall Thurber,Dwayne Johnson,Kevin Hart,Danielle Nicolet,Amy Ryan
The Legend of Tarzan,(2016),PG-13,110 min,$126.59M,David Yates,Alexander Skarsgård,Rory J. Saper,Christian Stevens,Christoph Waltz
Sully,(2016),PG-13,96 min,$125.07M,Clint Eastwood,Tom Hanks,Aaron Eckhart,Laura Linney,Valerie Mahaffey
Bad Moms,(2016),R,100 min,$113.08M,Jon Lucas,Scott Moore,Mila Kunis,Kathryn Hahn,Kristen Bell,Christina Applegate
Angry Birds,(2016),PG,97 min,$107.51M,Clay Kaytis,Fergal Reilly,Jason Sudeikis,Josh Gad,Danny McBride,Maya Rudolph
Independence Day: Resurgence,(2016),PG-13,120 min,$103.14M,Roland Emmerich,Liam Hemsworth,Jeff Goldblum,Bill Pullman,Maika Monroe
The Conjuring 2,(2016),R,134 min,$102.46M,James Wan,Vera Farmiga,Patrick Wilson,Madison Wolfe,Frances O'Connor
Arrival,(II) (2016),PG-13,116 min,$100.50M,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg
Passengers,(I) (2016),PG-13,116 min,$100.01M,Morten Tyldum,Jennifer Lawrence,Chris Pratt,Michael Sheen,Laurence Fishburne
Sausage Party,(2016),R,89 min,$97.66M,Greg Tiernan,Conrad Vernon,Seth Rogen,Kristen Wiig,Jonah Hill,Alistair Abell
The Magnificent Seven,(2016),PG-13,132 min,$93.38M,Antoine Fuqua,Denzel Washington,Chris Pratt,Ethan Hawke,Vincent D'Onofrio
Ride Along 2,(2016),PG-13,102 min,$90.84M,Tim Story,Ice Cube,Kevin Hart,Tika Sumpter,Benjamin Bratt
Don't Breathe,(2016),R,88 min,$89.21M,Fede Alvarez,Stephen Lang,Jane Levy,Dylan Minnette,Daniel Zovatto
Miss Peregrine's Home for Peculiar Children,(2016),PG-13,127 min,$87.24M,Tim Burton,Eva Green,Asa Butterfield,Samuel L. Jackson,Judi Dench
The Accountant,(2016),R,128 min,$86.20M,Gavin O'Connor,Ben Affleck,Anna Kendrick,J.K. Simmons,Jon Bernthal
The Purge: Election Year,(2016),R,109 min,$79.00M,James DeMonaco,Frank Grillo,Elizabeth Mitchell,Mykelti Williamson,Joseph Julian Soria
Alice Through the Looking Glass,(2016),PG,113 min,$77.04M,James Bobin,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway
Pete's Dragon,(2016),PG,102 min,$76.20M,David Lowery,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Oona Laurence
The Girl on the Train,(2016),R,112 min,$75.31M,Tate Taylor,Emily Blunt,Haley Bennett,Rebecca Ferguson,Justin Theroux
Boo! A Madea Halloween,(2016),PG-13,103 min,$73.16M,Tyler Perry,Tyler Perry,Cassi Davis,Patrice Lovely,Yousef Erakat
Storks,(2016),PG,87 min,$72.66M,Nicholas Stoller,Doug Sweetland,Andy Samberg,Katie Crown,Kelsey Grammer,Jennifer Aniston
10 Cloverfield Lane,(2016),PG-13,104 min,$71.90M,Dan Trachtenberg,John Goodman,Mary Elizabeth Winstead,John Gallagher Jr.,Douglas M. Griffin
Lights Out,(II) (2016),PG-13,81 min,$67.24M,David F. Sandberg,Teresa Palmer,Gabriel Bateman,Maria Bello,Billy Burke
Hacksaw Ridge,(2016),R,139 min,$67.12M,Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer
Allegiant,(2016),PG-13,120 min,$66.00M,Robert Schwentke,Shailene Woodley,Theo James,Jeff Daniels,Naomi Watts
Now You See Me 2,(2016),PG-13,129 min,$65.03M,Jon M. Chu,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Dave Franco
Ice Age: Collision Course,(2016),PG,94 min,$64.06M,Mike Thurmeier,Galen T. Chu,Ray Romano,Denis Leary,John Leguizamo,Chris Wedge
The Boss,(2016),R,99 min,$63.03M,Ben Falcone,Melissa McCarthy,Kristen Bell,Peter Dinklage,Ella Anderson
