Godzilla,(I) (1998),PG-13,139 min,$136.02M,Roland Emmerich,Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria
Patch Adams,(1998),PG-13,115 min,$135.01M,Tom Shadyac,Robin Williams,Daniel London,Monica Potter,Philip Seymour Hoffman
Lethal Weapon 4,(1998),R,127 min,$129.73M,Richard Donner,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo
The Truman Show,(1998),PG,103 min,$125.60M,Peter Weir,Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich
Mulan,(1998),G,88 min,$120.62M,Tony Bancroft,Barry Cook,Ming-Na Wen,Eddie Murphy,BD Wong,Miguel Ferrer
You've Got Mail,(1998),PG,119 min,$115.73M,Nora Ephron,Tom Hanks,Meg Ryan,Greg Kinnear,Parker Posey
Enemy of the State,(1998),R,132 min,$111.54M,Tony Scott,Will Smith,Gene Hackman,Jon Voight,Lisa Bonet
The Prince of Egypt,(1998),PG,99 min,$101.22M,Brenda Chapman,Steve Hickner,Simon Wells,Val Kilmer,Ralph Fiennes,Michelle Pfeiffer,Sandra Bullock
The Rugrats Movie,(1998),G,79 min,$100.49M,Igor Kovalyov,Norton Virgien,Elizabeth Daily,Christine Cavanaugh,Kath Soucie,Melanie Chartoff
Shakespeare in Love,(1998),R,123 min,$100.24M,John Madden,Gwyneth Paltrow,Joseph Fiennes,Geoffrey Rush,Tom Wilkinson
The Mask of Zorro,(1998),PG-13,136 min,$93.77M,Martin Campbell,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,José María de Tavira
Stepmom,(1998),PG-13,124 min,$91.03M,Chris Columbus,Julia Roberts,Susan Sarandon,Ed Harris,Jena Malone
Antz,(1998),PG,83 min,$90.65M,Eric Darnell,Tim Johnson,Woody Allen,Sharon Stone,Gene Hackman,Sylvester Stallone
Pokémon: The First Movie - Mewtwo Strikes Back,(1998),G,96 min,$85.74M,Kunihiko Yuyama,Michael Haigney,Veronica Taylor,Rachael Lillis,Eric Stuart,Jay Goede
The X Files,(1998),PG-13,121 min,$83.89M,Rob Bowman,David Duchovny,Gillian Anderson,John Neville,William B. Davis
The Wedding Singer,(1998),PG-13,95 min,$80.22M,Frank Coraci,Adam Sandler,Drew Barrymore,Christine Taylor,Allen Covert
City of Angels,(1998),PG-13,114 min,$78.75M,Brad Silberling,Nicolas Cage,Meg Ryan,Andre Braugher,Dennis Franz
The Horse Whisperer,(1998),PG-13,170 min,$75.37M,Robert Redford,Robert Redford,Kristin Scott Thomas,Sam Neill,Dianne Wiest
Six Days Seven Nights,(1998),PG-13,98 min,$74.33M,Ivan Reitman,Harrison Ford,Anne Heche,David Schwimmer,Jacqueline Obradors
Star Trek: Insurrection,(1998),PG,103 min,$70.12M,Jonathan Frakes,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton
Blade,(1998),R,120 min,$70.00M,Stephen Norrington,Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright
Lost in Space,(1998),PG-13,130 min,$69.10M,Stephen Hopkins,Gary Oldman,William Hurt,Matt LeBlanc,Mimi Rogers
A Perfect Murder,(1998),R,107 min,$67.63M,Andrew Davis,Michael Douglas,Gwyneth Paltrow,Viggo Mortensen,David Suchet
The Parent Trap,(1998),PG,128 min,$66.30M,Nancy Meyers,Lindsay Lohan,Dennis Quaid,Natasha Richardson,Elaine Hendrix
Ever After: A Cinderella Story,(1998),PG-13,121 min,$65.70M,Andy Tennant,Drew Barrymore,Anjelica Huston,Dougray Scott,Patrick Godfrey
Hope Floats,(1998),PG-13,114 min,$60.03M,Forest Whitaker,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,Mae Whitman
U.S. Marshals,(1998),PG-13,131 min,$57.82M,Stuart Baird,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Joe Pantoliano
The Man in the Iron Mask,(I) (1998),PG-13,132 min,$56.88M,Randall Wallace,Leonardo DiCaprio,Jeremy Irons,John Malkovich,Gérard Depardieu
A Civil Action,(1998),PG-13,115 min,$56.70M,Steven Zaillian,John Travolta,Robert Duvall,Kathleen Quinlan,Tony Shalhoub
Snake Eyes,(1998),R,98 min,$55.59M,Brian De Palma,Nicolas Cage,Gary Sinise,John Heard,Carla Gugino
What Dreams May Come,(1998),PG-13,113 min,$55.35M,Vincent Ward,Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow
Halloween H20: 20 Years Later,(1998),R,86 min,$55.00M,Steve Miner,Jamie Lee Curtis,Josh Hartnett,Adam Arkin,Michelle Williams
Small Soldiers,(1998),PG-13,110 min,$53.96M,Joe Dante,Kirsten Dunst,Gregory Smith,David Cross,Jay Mohr
T-Rex: Back to the Cretaceous,(1998),NR,45 min,$53.35M,Brett Leonard,Peter Horton,Liz Stauber,Kari Coleman,Charlene Sashuk
Mighty Joe Young,(1998),PG,114 min,$50.63M,Ron Underwood,Bill Paxton,Charlize Theron,Rade Serbedzija,Peter Firth
Practical Magic,(1998),PG-13,104 min,$46.61M,Griffin Dunne,Sandra Bullock,Nicole Kidman,Stockard Channing,Dianne Wiest
Meet Joe Black,(1998),PG-13,178 min,$44.61M,Martin Brest,Brad Pitt,Anthony Hopkins,Claire Forlani,Jake Weber
The Negotiator,(1998),R,140 min,$44.48M,F. Gary Gray,Samuel L. Jackson,Kevin Spacey,David Morse,Ron Rifkin
Ronin,(1998),R,122 min,$41.61M,John Frankenheimer,Robert De Niro,Jean Reno,Natascha McElhone,Stellan Skarsgård
The Siege,(1998),R,116 min,$40.93M,Edward Zwick,Denzel Washington,Bruce Willis,Annette Bening,Tony Shalhoub
Pleasantville,(1998),PG-13,124 min,$40.57M,Gary Ross,Tobey Maguire,Jeff Daniels,Joan Allen,Reese Witherspoon
The Faculty,(1998),R,104 min,$40.06M,Robert Rodriguez,Jordana Brewster,Clea DuVall,Laura Harris,Josh Hartnett
Star Wars: Episode I - The Phantom Menace,(1999),PG,136 min,$474.54M,George Lucas,Ewan McGregor,Liam Neeson,Natalie Portman,Jake Lloyd
The Sixth Sense,(1999),PG-13,107 min,$293.50M,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams
Toy Story 2,(1999),G,92 min,$245.82M,John Lasseter,Ash Brannon,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer
Austin Powers: The Spy Who Shagged Me,(1999),PG-13,95 min,$205.40M,Jay Roach,Mike Myers,Heather Graham,Michael York,Robert Wagner
The Matrix,(1999),R,136 min,$171.38M,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving
Tarzan,(1999),G,88 min,$171.09M,Chris Buck,Kevin Lima,Tony Goldwyn,Minnie Driver,Brian Blessed,Glenn Close
Big Daddy,(1999),PG-13,93 min,$163.48M,Dennis Dugan,Adam Sandler,Joey Lauren Adams,Jon Stewart,Cole Sprouse
The Mummy,(1999),PG-13,125 min,$155.25M,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo
Runaway Bride,(1999),PG,116 min,$152.15M,Garry Marshall,Julia Roberts,Richard Gere,Joan Cusack,Hector Elizondo
The Blair Witch Project,(1999),R,81 min,$140.53M,Daniel Myrick,Eduardo Sánchez,Heather Donahue,Michael C. Williams,Joshua Leonard,Bob Griffin
Stuart Little,(1999),PG,84 min,$140.02M,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,Jonathan Lipnicki
The Green Mile,(1999),R,189 min,$136.80M,Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt
American Beauty,(1999),R,122 min,$130.06M,Sam Mendes,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley
The World Is Not Enough,(1999),PG-13,128 min,$126.93M,Michael Apted,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards
Double Jeopardy,(1999),R,105 min,$116.74M,Bruce Beresford,Ashley Judd,Tommy Lee Jones,Bruce Greenwood,Benjamin Weir
Notting Hill,(1999),PG-13,124 min,$116.01M,Roger Michell,Hugh Grant,Julia Roberts,Richard McCabe,Rhys Ifans
Wild Wild West,(1999),PG-13,106 min,$113.75M,Barry Sonnenfeld,Will Smith,Kevin Kline,Kenneth Branagh,Salma Hayek
Analyze This,(1999),R,103 min,$106.69M,Harold Ramis,Robert De Niro,Billy Crystal,Lisa Kudrow,Chazz Palminteri
The General's Daughter,(1999),R,116 min,$102.68M,Simon West,John Travolta,Madeleine Stowe,James Cromwell,Timothy Hutton
American Pie,(1999),R,95 min,$101.74M,Paul Weitz,Chris Weitz,Jason Biggs,Chris Klein,Thomas Ian Nicholas,Alyson Hannigan
Sleepy Hollow,(1999),R,105 min,$101.07M,Tim Burton,Johnny Depp,Christina Ricci,Miranda Richardson,Michael Gambon
Inspector Gadget,(1999),PG,78 min,$97.36M,David Kellogg,Matthew Broderick,Rupert Everett,Joely Fisher,Michelle Trachtenberg
The Haunting,(1999),PG-13,113 min,$91.19M,Jan de Bont,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,Lili Taylor
Entrapment,(1999),PG-13,113 min,$87.70M,Jon Amiel,Sean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton
Payback,(I) (1999),R,100 min,$81.52M,Brian Helgeland,Mel Gibson,Gregg Henry,Maria Bello,David Paymer
The Talented Mr. Ripley,(1999),R,139 min,$81.29M,Anthony Minghella,Matt Damon,Gwyneth Paltrow,Jude Law,Cate Blanchett
Any Given Sunday,(1999),R,162 min,$75.53M,Oliver Stone,Al Pacino,Dennis Quaid,Cameron Diaz,James Woods
Deep Blue Sea,(1999),R,105 min,$73.65M,Renny Harlin,Thomas Jane,Saffron Burrows,Samuel L. Jackson,Jacqueline McKenzie
Galaxy Quest,(1999),PG,102 min,$71.42M,Dean Parisot,Tim Allen,Sigourney Weaver,Alan Rickman,Tony Shalhoub
The Thomas Crown Affair,(1999),R,113 min,$69.30M,John McTiernan,Pierce Brosnan,Rene Russo,Denis Leary,Ben Gazzara
Blue Streak,(1999),PG-13,93 min,$68.21M,Les Mayfield,Martin Lawrence,Luke Wilson,Peter Greene,Dave Chappelle
End of Days,(1999),R,121 min,$66.86M,Peter Hyams,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,Kevin Pollak
The Bone Collector,(1999),R,118 min,$66.49M,Phillip Noyce,Denzel Washington,Angelina Jolie,Queen Latifah,Michael Rooker
Bowfinger,(1999),PG-13,97 min,$66.37M,Frank Oz,Steve Martin,Eddie Murphy,Heather Graham,Christine Baranski
Deuce Bigalow: Male Gigolo,(1999),R,88 min,$65.54M,Mike Mitchell,Rob Schneider,William Forsythe,Eddie Griffin,Arija Bareikis
Life,(I) (1999),R,108 min,$63.84M,Ted Demme,Eddie Murphy,Martin Lawrence,Obba Babatundé,Nick Cassavetes
She's All That,(1999),PG-13,95 min,$63.32M,Robert Iscove,Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard,Paul Walker
Three Kings,(1999),R,114 min,$60.65M,David O. Russell,George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze
Fantasia 2000,(1999),G,75 min,$60.51M,James Algar,Gaëtan Brizzi,Paul Brizzi,Hendel Butoy,Francis Glebas,Eric Goldberg,Don Hahn,Pixote Hunt,James Levine,Steve Martin,Itzhak Perlman,Quincy Jones
Bicentennial Man,(1999),PG,132 min,$58.22M,Chris Columbus,Robin Williams,Embeth Davidtz,Sam Neill,Oliver Platt
The Cider House Rules,(1999),PG-13,126 min,$57.54M,Lasse Hallström,Tobey Maguire,Charlize Theron,Michael Caine,Delroy Lindo
Eyes Wide Shut,(1999),R,159 min,$55.64M,Stanley Kubrick,Tom Cruise,Nicole Kidman,Todd Field,Sydney Pollack
Never Been Kissed,(1999),PG-13,107 min,$55.47M,Raja Gosnell,Drew Barrymore,David Arquette,Michael Vartan,Molly Shannon
Varsity Blues,(1999),R,106 min,$52.89M,Brian Robbins,James Van Der Beek,Jon Voight,Paul Walker,Ron Lester
Forces of Nature,(1999),PG-13,105 min,$52.88M,Bronwen Hughes,Sandra Bullock,Ben Affleck,Maura Tierney,Steve Zahn
Message in a Bottle,(1999),PG-13,126 min,$52.80M,Luis Mandoki,Kevin Costner,Robin Wright,Paul Newman,John Savage
"South Park: Bigger, Longer & Uncut",(1999),R,81 min,$52.01M,Trey Parker,Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes
The Hurricane,(1999),R,146 min,$50.67M,Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber
Stigmata,(1999),R,103 min,$50.04M,Rupert Wainwright,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,Nia Long
Pokémon: The Movie 2000,(1999),G,99 min,$43.70M,Michael Haigney,Kunihiko Yuyama,Rica Matsumoto,Madeleine Blaustein,Mayumi Iizuka,Tomokazu Seki
How the Grinch Stole Christmas,(2000),PG,104 min,$260.03M,Ron Howard,Jim Carrey,Taylor Momsen,Kelley,Jeffrey Tambor
Cast Away,(2000),PG-13,143 min,$233.63M,Robert Zemeckis,Tom Hanks,Helen Hunt,Paul Sanchez,Lari White
Mission: Impossible II,(2000),PG-13,123 min,$215.40M,John Woo,Tom Cruise,Dougray Scott,Thandie Newton,Ving Rhames
Gladiator,(2000),R,155 min,$187.67M,Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed
What Women Want,(2000),PG-13,127 min,$182.81M,Nancy Meyers,Mel Gibson,Helen Hunt,Marisa Tomei,Alan Alda
The Perfect Storm,(2000),PG-13,130 min,$182.62M,Wolfgang Petersen,George Clooney,Mark Wahlberg,John C. Reilly,Diane Lane
Meet the Parents,(2000),PG-13,108 min,$166.23M,Jay Roach,Ben Stiller,Robert De Niro,Teri Polo,Blythe Danner
X-Men,(2000),PG-13,104 min,$157.30M,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen
Scary Movie,(2000),R,88 min,$157.00M,Keenen Ivory Wayans,Anna Faris,Jon Abrahams,Marlon Wayans,Carmen Electra
What Lies Beneath,(2000),PG-13,130 min,$155.37M,Robert Zemeckis,Harrison Ford,Michelle Pfeiffer,Katharine Towne,Miranda Otto
Dinosaur,(2000),PG,82 min,$137.75M,Eric Leighton,Ralph Zondag,D.B. Sweeney,Julianna Margulies,Alfre Woodard,Ossie Davis
"Crouching Tiger, Hidden Dragon",(2000),PG-13,120 min,$128.07M,Ang Lee,Yun-Fat Chow,Michelle Yeoh,Ziyi Zhang,Chen Chang
Erin Brockovich,(2000),R,131 min,$125.55M,Steven Soderbergh,Julia Roberts,Albert Finney,David Brisbin,Dawn Didawick
Charlie's Angels,(2000),PG-13,98 min,$125.31M,McG,Cameron Diaz,Drew Barrymore,Lucy Liu,Bill Murray
Traffic,(2000),R,147 min,$124.11M,Steven Soderbergh,Michael Douglas,Benicio Del Toro,Catherine Zeta-Jones,Jacob Vargas
Nutty Professor II: The Klumps,(2000),PG-13,106 min,$123.31M,Peter Segal,Eddie Murphy,Janet Jackson,Larry Miller,John Ales
Big Momma's House,(2000),PG-13,99 min,$117.56M,Raja Gosnell,Martin Lawrence,Nia Long,Paul Giamatti,Jascha Washington
Remember the Titans,(2000),PG,113 min,$115.65M,Boaz Yakin,Denzel Washington,Will Patton,Wood Harris,Ryan Hurst
The Patriot,(2000),R,165 min,$113.33M,Roland Emmerich,Mel Gibson,Heath Ledger,Joely Richardson,Jason Isaacs
Miss Congeniality,(2000),PG-13,109 min,$106.81M,Donald Petrie,Sandra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen
Chicken Run,(2000),G,84 min,$106.79M,Peter Lord,Nick Park,Mel Gibson,Julia Sawalha,Phil Daniels,Lynn Ferguson
Gone in Sixty Seconds,(2000),PG-13,118 min,$101.64M,Dominic Sena,Nicolas Cage,Angelina Jolie,Giovanni Ribisi,T.J. Cross
Unbreakable,(2000),PG-13,106 min,$95.00M,M. Night Shyamalan,Bruce Willis,Samuel L. Jackson,Robin Wright,Spencer Treat Clark
"Me, Myself & Irene",(2000),R,116 min,$90.57M,Bobby Farrelly,Peter Farrelly,Jim Carrey,Renée Zellweger,Anthony Anderson,Mongo Brownlee
Space Cowboys,(2000),PG-13,130 min,$90.45M,Clint Eastwood,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner
The Emperor's New Groove,(2000),G,78 min,$89.30M,Mark Dindal,David Spade,John Goodman,Eartha Kitt,Patrick Warburton
Scream 3,(2000),R,116 min,$89.14M,Wes Craven,David Arquette,Neve Campbell,Courteney Cox,Liev Schreiber
U-571,(2000),PG-13,116 min,$77.09M,Jonathan Mostow,Matthew McConaughey,Bill Paxton,Harvey Keitel,Jon Bon Jovi
Rugrats in Paris: The Movie,(2000),G,78 min,$76.50M,Stig Bergqvist,Paul Demeyer,Christine Cavanaugh,Elizabeth Daily,Cheryl Chase,Tara Strong
The Family Man,(2000),PG-13,125 min,$75.76M,Brett Ratner,Nicolas Cage,Téa Leoni,Don Cheadle,Jeremy Piven
Hollow Man,(2000),R,112 min,$73.21M,Paul Verhoeven,Kevin Bacon,Elisabeth Shue,Josh Brolin,Kim Dickens
Chocolat,(2000),PG-13,121 min,$71.31M,Lasse Hallström,Juliette Binoche,Judi Dench,Alfred Molina,Carrie-Anne Moss
Shaft,(2000),R,99 min,$70.33M,John Singleton,Samuel L. Jackson,Vanessa Williams,Christian Bale,Jeffrey Wright
The Kid,(2000),PG,104 min,$69.69M,Jon Turteltaub,Bruce Willis,Spencer Breslin,Emily Mortimer,Lily Tomlin
Road Trip,(2000),R,93 min,$68.53M,Todd Phillips,Breckin Meyer,Seann William Scott,Amy Smart,Paulo Costanzo
Vertical Limit,(2000),PG-13,124 min,$68.47M,Martin Campbell,Scott Glenn,Chris O'Donnell,Bill Paxton,Robin Tunney
Bring It On,(2000),PG-13,98 min,$68.35M,Peyton Reed,Kirsten Dunst,Eliza Dushku,Jesse Bradford,Gabrielle Union
102 Dalmatians,(2000),G,100 min,$66.94M,Kevin Lima,Glenn Close,Gérard Depardieu,Ioan Gruffudd,Alice Evans
Rules of Engagement,(2000),R,128 min,$61.32M,William Friedkin,Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,Ben Kingsley
The Cell,(2000),R,107 min,$61.28M,Tarsem Singh,Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio,Colton James
Mission to Mars,(2000),PG,114 min,$60.87M,Brian De Palma,Tim Robbins,Gary Sinise,Don Cheadle,Connie Nielsen
Coyote Ugly,(2000),PG-13,100 min,$60.79M,David McNally,Piper Perabo,Adam Garcia,John Goodman,Maria Bello
Snow Day,(2000),PG,89 min,$60.01M,Chris Koch,Chevy Chase,Schuyler Fisk,Chris Elliott,Mark Webber
The Whole Nine Yards,(2000),R,98 min,$57.26M,Jonathan Lynn,Bruce Willis,Matthew Perry,Rosanna Arquette,Michael Clarke Duncan
Next Friday,(2000),R,98 min,$57.18M,Steve Carr,Ice Cube,Mike Epps,Justin Pierce,John Witherspoon
Shanghai Noon,(2000),PG-13,110 min,$56.93M,Tom Dey,Jackie Chan,Owen Wilson,Lucy Liu,Brandon Merrill
Romeo Must Die,(2000),R,115 min,$55.97M,Andrzej Bartkowiak,Jet Li,Aaliyah,Isaiah Washington,Russell Wong
Final Destination,(2000),R,98 min,$53.30M,James Wong,Devon Sawa,Ali Larter,Kerr Smith,Kristen Cloke
Finding Forrester,(2000),PG-13,136 min,$51.77M,Gus Van Sant,Sean Connery,Rob Brown,F. Murray Abraham,Anna Paquin
The Road to El Dorado,(2000),PG,89 min,$50.80M,Bibo Bergeron,Don Paul,Jeffrey Katzenberg,Kevin Kline,Kenneth Branagh,Rosie Perez,Armand Assante
Harry Potter and the Sorcerer's Stone,(2001),PG,152 min,$317.56M,Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith
The Lord of the Rings: The Fellowship of the Ring,(2001),PG-13,178 min,$313.84M,Peter Jackson,Elijah Wood,Ian McKellen,Orlando Bloom,Sean Bean
"Monsters, Inc.",(2001),G,92 min,$289.91M,Pete Docter,David Silverman,Lee Unkrich,Billy Crystal,John Goodman,Mary Gibbs,Steve Buscemi
Shrek,(2001),PG,90 min,$267.65M,Andrew Adamson,Vicky Jenson,Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow
Rush Hour 2,(2001),PG-13,90 min,$226.14M,Brett Ratner,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang
The Mummy Returns,(2001),PG-13,130 min,$202.01M,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo
Pearl Harbor,(2001),PG-13,183 min,$198.54M,Michael Bay,Ben Affleck,Kate Beckinsale,Josh Hartnett,William Lee Scott
Ocean's Eleven,(2001),PG-13,116 min,$183.41M,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,Matt Damon
Jurassic Park III,(2001),PG-13,92 min,$181.17M,Joe Johnston,Sam Neill,William H. Macy,Téa Leoni,Alessandro Nivola
Planet of the Apes,(2001),PG-13,119 min,$180.01M,Tim Burton,Mark Wahlberg,Helena Bonham Carter,Tim Roth,Michael Clarke Duncan
A Beautiful Mind,(2001),PG-13,135 min,$170.71M,Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer
Hannibal,(2001),R,131 min,$165.09M,Ridley Scott,Anthony Hopkins,Julianne Moore,Gary Oldman,Ray Liotta
American Pie 2,(2001),R,108 min,$145.10M,J.B. Rogers,Jason Biggs,Seann William Scott,Shannon Elizabeth,Alyson Hannigan
The Fast and the Furious,(2001),PG-13,106 min,$144.51M,Rob Cohen,Mel City,Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster
Lara Croft: Tomb Raider,(2001),PG-13,100 min,$131.14M,Simon West,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor
Dr. Dolittle 2,(2001),PG,87 min,$112.95M,Steve Carr,Eddie Murphy,Cedric the Entertainer,Kristen Wilson,Raven-Symoné
Spy Kids,(2001),PG,88 min,$112.69M,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino
Black Hawk Down,(2001),R,144 min,$108.64M,Ridley Scott,Josh Hartnett,Ewan McGregor,Tom Sizemore,Eric Bana
The Princess Diaries,(2001),G,111 min,$108.24M,Garry Marshall,Julie Andrews,Anne Hathaway,Hector Elizondo,Heather Matarazzo
Vanilla Sky,(2001),R,136 min,$100.61M,Cameron Crowe,Tom Cruise,Penélope Cruz,Cameron Diaz,Kurt Russell
The Others,(2001),PG-13,104 min,$96.47M,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann
Legally Blonde,(2001),PG-13,96 min,$95.00M,Robert Luketic,Reese Witherspoon,Luke Wilson,Selma Blair,Matthew Davis
America's Sweethearts,(2001),PG-13,102 min,$93.61M,Joe Roth,Julia Roberts,John Cusack,Billy Crystal,Catherine Zeta-Jones
Cats & Dogs,(2001),PG,87 min,$93.38M,Lawrence Guterman,Alec Baldwin,Tobey Maguire,Jeff Goldblum,Elizabeth Perkins
Save the Last Dance,(2001),PG-13,112 min,$91.04M,Thomas Carter,Julia Stiles,Sean Patrick Thomas,Kerry Washington,Fredro Starr
Atlantis: The Lost Empire,(2001),PG,95 min,$84.04M,Gary Trousdale,Kirk Wise,Michael J. Fox,Jim Varney,Corey Burton,James Garner
Jimmy Neutron: Boy Genius,(2001),G,82 min,$80.92M,John A. Davis,Debi Derryberry,Rob Paulsen,Megan Cavanagh,Mark DeCarlo
A.I. Artificial Intelligence,(2001),PG-13,146 min,$78.62M,Steven Spielberg,Haley Joel Osment,Jude Law,Frances O'Connor,Sam Robards
Training Day,(2001),R,122 min,$76.26M,Antoine Fuqua,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger
Along Came a Spider,(2001),R,104 min,$74.06M,Lee Tamahori,Morgan Freeman,Michael Wincott,Monica Potter,Dylan Baker
Bridget Jones's Diary,(2001),R,97 min,$71.50M,Sharon Maguire,Renée Zellweger,Colin Firth,Hugh Grant,Gemma Jones
Scary Movie 2,(2001),R,83 min,$71.28M,Keenen Ivory Wayans,Anna Faris,Marlon Wayans,Antony Acker,Mark Barrett
The Score,(2001),R,124 min,$71.07M,Frank Oz,Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett
Shallow Hal,(2001),PG-13,114 min,$70.84M,Bobby Farrelly,Peter Farrelly,Jack Black,Gwyneth Paltrow,Jason Alexander,Joe Viterelli
Swordfish,(2001),R,99 min,$69.77M,Dominic Sena,John Travolta,Hugh Jackman,Halle Berry,Don Cheadle
The Mexican,(2001),R,123 min,$66.81M,Gore Verbinski,Brad Pitt,Julia Roberts,James Gandolfini,J.K. Simmons
Down to Earth,(2001),PG-13,87 min,$64.17M,Chris Weitz,Paul Weitz,Chris Rock,Regina King,Chazz Palminteri,Eugene Levy
The Wedding Planner,(2001),PG-13,103 min,$60.40M,Adam Shankman,Jennifer Lopez,Matthew McConaughey,Bridgette Wilson-Sampras,Justin Chambers
Behind Enemy Lines,(2001),PG-13,106 min,$59.07M,John Moore,Gene Hackman,Owen Wilson,Gabriel Macht,Charles Malik Whitfield
Ali,(2001),R,157 min,$58.18M,Michael Mann,Will Smith,Jamie Foxx,Jon Voight,Mario Van Peebles
Moulin Rouge!,(2001),PG-13,127 min,$57.39M,Baz Luhrmann,Nicole Kidman,Ewan McGregor,John Leguizamo,Jim Broadbent
Rat Race,(2001),PG-13,112 min,$56.61M,Jerry Zucker,Breckin Meyer,Amy Smart,Whoopi Goldberg,Vince Vieluf
A Knight's Tale,(2001),PG-13,132 min,$56.08M,Brian Helgeland,Heath Ledger,Mark Addy,Rufus Sewell,Shannyn Sossamon
The Animal,(2001),PG-13,84 min,$55.76M,Luke Greenfield,Rob Schneider,Colleen Haskell,John C. McGinley,Edward Asner
Don't Say a Word,(2001),R,113 min,$55.00M,Gary Fleder,Michael Douglas,Sean Bean,Brittany Murphy,Skye McCole Bartusiak
Blow,(2001),R,124 min,$52.94M,Ted Demme,Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths
The Royal Tenenbaums,(2001),R,110 min,$52.35M,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller
Exit Wounds,(2001),R,101 min,$51.76M,Andrzej Bartkowiak,Steven Seagal,DMX,Isaiah Washington,Anthony Anderson
Enemy at the Gates,(2001),R,131 min,$51.40M,Jean-Jacques Annaud,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz
K-PAX,(2001),PG-13,120 min,$50.17M,Iain Softley,Kevin Spacey,Jeff Bridges,Mary McCormack,Alfre Woodard
Spider-Man,(2002),PG-13,121 min,$403.71M,Sam Raimi,Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco
The Lord of the Rings: The Two Towers,(2002),PG-13,179 min,$340.48M,Peter Jackson,Elijah Wood,Ian McKellen,Viggo Mortensen,Orlando Bloom
Star Wars: Episode II - Attack of the Clones,(2002),PG,142 min,$310.68M,George Lucas,Hayden Christensen,Natalie Portman,Ewan McGregor,Christopher Lee
Harry Potter and the Chamber of Secrets,(2002),PG,161 min,$261.97M,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris
My Big Fat Greek Wedding,(2002),PG,95 min,$241.44M,Joel Zwick,Nia Vardalos,John Corbett,Michael Constantine,Christina Eleusiniotis
Signs,(2002),PG-13,106 min,$227.97M,M. Night Shyamalan,Mel Gibson,Joaquin Phoenix,Rory Culkin,Abigail Breslin
Austin Powers in Goldmember,(2002),PG-13,94 min,$213.08M,Jay Roach,Mike Myers,Beyoncé Knowles,Seth Green,Michael York
